Comment,Sentiment
which brand please let me know i need for my bird feeders i use always beach umbrella to protect my bird feeders from rain and sun for my birds but if there is 13 to 15 miles wind i take it out i use 6 feet umbrella ,LABEL_1
nice,LABEL_2
wow ,LABEL_1
simhachala siva amp good day ,LABEL_2
the ai voice over offers a soul less explanation of the video and makes me less likely to trust it ,LABEL_0
iv got a gustbuster cost 27 quid or something and yes its definitely worth it,LABEL_2
little one is best,LABEL_2
this is paid video destino umbrella is the best in market,LABEL_2
review in 23 but uploaded years before 23 you are a fraud ,LABEL_0
repel umbrella sucks quality is garbage ,LABEL_0
it is such a shame blunt umbrellas are not mentioned here,LABEL_0
hi,LABEL_1
 dear good fellow,LABEL_2
simhachala siva amp good day ,LABEL_2
where do i buy one or two ,LABEL_1
i have always wondered about this but this could very well be a marketing gimmick for people who can not even hold an umbrella with the wind going 25 mph while this video is 7 years old i have noticed that many online publications rate this dollar30 umbrella extremely high could it be because it is easier to sell a dollar30 product which is widely available at various stores compared to a higher end umbrella for snooty people to walk from the exit of a large building to a cab or limo i mean really is an umbrella the best thing for high winds you are essentially becoming a sailor it probably makes more sense to invest in a good raincoat but expect to be stuffy those breathable raincoats rely on some kind of light water repellent finish that comes off in the wash or with wear do not forget the safety glasses if you really want to walk around in high winds scratch cornea is the worst pain you will ever experience hard hat makes sense too ,LABEL_1
you sold me buying mine now,LABEL_1
really this is impressive as hell you subjected this to a sustained turbulent wake coming off your car the anomemeter was likely understating wind speed based on where it was unless you are a freak your hand would have let go by now and you would be struggling to walk ,LABEL_1
is this guy serious  you only proved how durable these things really are also the wind should blow the other way  like waiting for a semi truck to speed by to see if it could withstand a gust of wind going up underneath  that was a waste of time sir a total waste of time hahahah,LABEL_0
because of this video i will buy 10 of these thank you ,LABEL_2
i have one and i have no desire testing it in a hurricane so yes it works just fine for normal use,LABEL_2
wow,LABEL_1
please do more video like these ,LABEL_2
um thanks now lets seat an elephant on a backyard swingset to test durability unattainableexpectations ,LABEL_1
does it blow up if held normally need to see if it turns inside out,LABEL_1
i did not know joe satriani did umbrella wind tests ,LABEL_1
what the fuck did i just watch i guess you can not drag this behind a car at 50 mph dang,LABEL_0
ok you was not kidding around ,LABEL_1
thanks looks like it withstood very well thumbs up to the brand what i am really curious about is whether it can avoid flipping within reasonable wind speeds ,LABEL_2
lmaooo savage test two thumbs up from me ,LABEL_1
next up testing bulletproof vests shoots 50bmg followed by antitank rounds nope not bulletproof,LABEL_0
worthless review ,LABEL_0
by the test the repel umbrella performs extremely well above any other it is illogical to think that an umbrella can stand winds of 40 speed his expectations are absurd this guy should design an umbrella made of steel for himself ,LABEL_1
nice test check out doppler knirps bmw windtunels tests ,LABEL_2
if you are out in 60mph winds i really think an umbrella not lasting a minute should be the least of your concerns,LABEL_1
actually this is pretty impressive to me it is a beautiful umbrella and i doubt i will be walking in 40 mph winds ,LABEL_2
this is actually fairly impressive ,LABEL_2
good video but does not simulate gusts even the leading brands tested up to 60mph probably would not resist 60 mph of constant resistance at one angle ,LABEL_1
i think your bar is a bit too high for wind proof who is gonna be outside 45 mph winds plus the way people hold an umbrella in the rain cause the wind to attack from the umbrella is underside your test imposed high aerodynamic stress on the umbrella is outside which is stress it may not have been designed to handle at the magnitudes tested in your video ,LABEL_0
next time i am riding on the outside of a car on the parkway i will remember not to use my repel umbrella silly test ,LABEL_1
very informative ,LABEL_2
i idea,LABEL_1
thank you ,LABEL_2
bad luck to open an umbrella in a indoor room ,LABEL_0
poor after sales service no reply,LABEL_0
dude you are closing it the hard way place your hand on top and push down ,LABEL_1
an account named salvatore siddiq is reposting your videos you should claim an infringement,LABEL_0
great review any updates on the reliability ,LABEL_1
name of umbrella or link to where i can purchase it from,LABEL_1
price,LABEL_1
it is abdul brand umbrella dollar20,LABEL_1
bro that umbrella gonna be surviving hurricanes tsunamis and gunshots ,LABEL_1
price,LABEL_1
tell me the name of umbrella i also want it ,LABEL_1
what is the name ,LABEL_1
hello all thank you so much for watching if anyone has any questions or owns one of these umbrellas let me know here in the comments what you think i answer every single question or comment that you all leave if you like this video or it was helpful to you be sure to give it a like it really helps me to get one step closer to growing my channel into everything i dream for it to be have a fantastic day ,LABEL_2
cannot close umbrella what to do ,LABEL_0
very cute video ,LABEL_2
the best part of the umbrella is how windproof it is for its price ,LABEL_2
great review many thanks,LABEL_2
 4 39 ,LABEL_1
great review sharis just bought one after seeing this,LABEL_2
james boned style,LABEL_1
typical housewife great review ,LABEL_2
the real question is can i cook my morning eggs using this as a pan ,LABEL_1
damn good review,LABEL_2
thank you for this great review you hit on all the points one would wonder about when buying an umbrella in this nice concise review ,LABEL_2
exelent review,LABEL_1
you just convinced me i am going to get one thanks ,LABEL_2
buy dupont teflon umbrella from factory directly ,LABEL_1
i also found a nice umbrella with automatic and windproof ,LABEL_2
where is this made i just bought one,LABEL_1
best all around review for any product i have ever looked up to see before buying thank you for the awesome video and continue making great reviews in the future btw did you happen to order your umbrella from amazon for dollar20 95 ,LABEL_2
great review i think i am going to buy this umbrella ,LABEL_2
is material teflon coating of the material will not peel off or cracked or the folding part will easy get damage thanks,LABEL_1
the umbrella stucks and does not close,LABEL_0
i have this item and i like it overall it does turn inside out with a strong upward wind handle is a little too small especially if you have problems in the wrist ,LABEL_2
great review,LABEL_2
good review man thanks for that ,LABEL_2
great review looked this up to make sure i understood the opening mechanism,LABEL_2
i do not recommend this product at all even tho it supposedly has a lifetime warranty i would not expect it to break so quickly for how much i paid yet mine broke and now i have to go through the hassle of getting it repaired when it should not have broken in the first place ,LABEL_0
wherever you end up purchasing take a very close look at your umbrella i ordered mine from walmart in total black it came with blue sky underneath the umbrella i received was the correct brand but it was not at all double vented that tell tale band that the vented umbrellas have yeah not there at all it was simply a well made normal travel umbrella not something for which you would spend dollar30 so either someone could not read an order form possible or someone thought i would not notice ,LABEL_1
auto close is not working 1st day,LABEL_0
thanks for the review was checking out the umbrella on their website and had to watch a review to see if it was legit ,LABEL_1
is there spf for this,LABEL_1
mine broked at the plastic joint after few use ,LABEL_1
this youtube channel is so underated deserve more visibility ,LABEL_1
nobody ever tests them out side i wonder why ,LABEL_1
good review explained key feature well thanks ,LABEL_2
this is a great review and made me feel more comfortable of ordering a couple of these off of amazon i just had to add a remark that i have never seen an umbrella which is not waterproof a non waterproof umbrella could be real funny ,LABEL_2
i really admire how hard you work on your youtube channel you are an inspiration keep it up you are heading for great things soon enough ,LABEL_2
,
solid umbrella for the price materials will start to break down at around the two year mark along with some visible rust along the arms i am on my third one now but the first two still function just with some issues ,LABEL_1
very good umbrella quality made ,LABEL_2
tired of crappy umbrellas so thank you for this much appreciated ,LABEL_2
i have had mine since 2019 same company it is my main umbrella with no complaints ,LABEL_1
one thing i hate with the automatic umbrellas is that you may accidentally press the button which closes the umbrella entirely i hate this so much ,LABEL_0
bs,LABEL_1
i still remember the boxter oil change video i found you from stay at it brother ,LABEL_1
hey everyone this is beat the bushdzeiofjh zoqi fozqij damn this is an absolute unit of an umbrella,LABEL_0
oh yea i have an umbrella like this i heard from reviews that you might get leaks during heavy rain due to the vents in the umbrella though i havent tried using it since it is my back up umbrella until my current umbrella breaks which has lasted me 7 years so far its a bit worn down but still works fine,LABEL_2
 1 36 u explained this all very well materials and feel are just as important ss aesthetics and functionality thank you ,LABEL_2
great umbrella i have been using this brand for years i never got to try the unconditional warranty as i lost 3 of them already ,LABEL_0
very informative i now have the information to determine my purchase ,LABEL_2
thanks this is exactly what i need good quality well thoughtout product,LABEL_2
i do not see the clip on the handle so this is not the solo it would have to be the duet but you said the diameter ranges 45 to 48 inches the duet is 55 inches what on earth is this thing is this a discontinued model from several years ago ,LABEL_0
great umbrella thanks for the test ,LABEL_2
dollar159 worth it i am 5 7 140 would this be too big ,LABEL_1
i love my davek the lifetime warranty is excellent ,LABEL_2
great review that was well organized to the point well demonstrated with visuals and professionally produced like channels many times larger than yours you deserve more subs and you earned a sub today thank you for the effort you put into this video ,LABEL_2
awesome umbrella but i cannot see myself spending dollar160 maybe if i win the lottery lol,LABEL_1
